release_date,production_budget,worldwide_gross,studio,foreign_gross,year,budget_merge,domestic_gross,Movie_title,tconst,runtimeMinutes,averageRating,numVotes,region,language,_merge
2002-04-05,45000000.0,8488871.0,,1226583.0,2002,left_only,7262288.0,Big Trouble,tt0246464,85,6.5,19491.0,26.0,26.0,both
1998-02-13,29000000.0,54045832.0,,31426243.0,1998,left_only,22619589.0,The Borrowers,tt0118755,89,5.9,19472.0,,,both
,,,RAtt.,7600000.0,2016.0,right_only,,Our Kind of Traitor,tt1995390,108,6.2,19470.0,30.0,30.0,both
2008-03-28,25000000.0,11229035.0,,313291.0,2008,left_only,10915744.0,Stop-Loss,tt0489281,112,6.4,19458.0,23.0,23.0,both
1995-01-27,26000000.0,13738574.0,,0.0,1995,left_only,13738574.0,Highlander: The Final Dimension,tt0110027,99,4.5,19458.0,35.0,35.0,both
,,,EOne,,2013.0,right_only,,We Are What We Are,tt2309021,105,5.9,19438.0,18.0,18.0,both
2014-06-20,24000000.0,70027933.0,SGem,5000000.0,2014.0,both,65028687.0,Think Like a Man Too,tt2239832,106,5.8,19423.0,20.0,20.0,both
,,,A24,,2015.0,right_only,,Barely Lethal,tt1731701,96,5.4,19414.0,26.0,26.0,both
,,,Strand,,2012.0,right_only,,"Oslo, August 31st",tt1736633,95,7.6,19408.0,18.0,18.0,both
2008-10-10,37500000.0,9813309.0,,19903.0,2008,left_only,9793406.0,The Express,tt0469903,130,7.3,19404.0,21.0,21.0,both
1994-08-31,1500000.0,418953.0,,0.0,1994,left_only,418953.0,Killing Zoe,tt0110265,96,6.5,19382.0,21.0,21.0,both
,,,,122000000.0,2017.0,right_only,,Secret Superstar,tt6108090,150,7.9,19365.0,13.0,13.0,both
,,,A24,,2014.0,right_only,,Life After Beth,tt2581244,89,5.6,19340.0,18.0,18.0,both
1960-10-24,12000000.0,7900000.0,,0.0,1960,left_only,7900000.0,The Alamo,tt0318974,137,6.0,19291.0,23.0,23.0,both
2004-04-09,92000000.0,23911362.0,,1505000.0,2004,left_only,22406362.0,The Alamo,tt0318974,137,6.0,19291.0,23.0,23.0,both
,,,FUN,,2016.0,right_only,,The Boy and the Beast,tt4272866,119,7.7,19282.0,35.0,35.0,both
2000-04-07,24000000.0,32662299.0,,0.0,2000,left_only,32662299.0,Return to Me,tt0122459,115,6.9,19257.0,,,both
2005-06-17,1700000.0,4727375.0,,3726460.0,2005,left_only,1000915.0,My Summer of Love,tt0382189,86,6.7,19251.0,20.0,20.0,both
1991-08-01,23000.0,1227508.0,,0.0,1991,left_only,1227508.0,Slacker,tt0102943,97,7.1,19246.0,13.0,13.0,both
2010-10-08,25000000.0,16727470.0,Uni.,6200000.0,2010.0,both,14744435.0,My Soul to Take,tt0872230,107,4.8,19228.0,35.0,35.0,both
2014-04-18,4000000.0,21206861.0,ORF,6600000.0,2014.0,both,17329487.0,A Haunted House 2,tt2828996,86,4.7,19219.0,23.0,23.0,both
1996-02-16,40000000.0,20278055.0,,0.0,1996,left_only,20278055.0,City Hall,tt0115907,111,6.2,19216.0,,,both
,,,Magn.,,2013.0,right_only,,Into the White,tt1876277,104,7.2,19209.0,32.0,32.0,both
2011-09-16,24000000.0,24474463.0,Wein.,20900000.0,2011.0,both,9659074.0,I Don't Know How She Does It,tt1742650,89,4.9,19153.0,33.0,33.0,both
1996-08-09,3000000.0,2962051.0,,0.0,1996,left_only,2962051.0,Basquiat,tt0115632,107,6.9,19115.0,,,both
1991-01-18,14000000.0,34729091.0,,0.0,1991,left_only,34729091.0,White Fang,tt0103247,107,6.7,19085.0,34.0,34.0,both
,,,IFC,4300000.0,2011.0,right_only,,Burke and Hare,tt1320239,91,6.2,19063.0,19.0,19.0,both
2000-09-01,15000000.0,12801190.0,,0.0,2000,left_only,12801190.0,Highlander: Endgame,tt0144964,87,4.6,19052.0,,,both
2005-04-15,2000000.0,2226603.0,,2105983.0,2005,left_only,120620.0,It's All Gone Pete Tong,tt0388139,90,7.3,19050.0,17.0,17.0,both
1990-10-19,20000000.0,21413105.0,,0.0,1990,left_only,21413105.0,Quigley Down Under,tt0102744,119,6.9,19036.0,26.0,26.0,both
2000-06-30,76000000.0,35129610.0,,9129000.0,2000,left_only,26000610.0,The Adventures of Rocky & Bullwinkle,tt0131704,92,4.1,19025.0,,,both
2007-06-15,20000000.0,30703845.0,,5119160.0,2007,left_only,25584685.0,Nancy Drew,tt0479500,99,5.9,19022.0,23.0,23.0,both
2000-01-12,7000000.0,35795319.0,,1695679.0,2000,left_only,34099640.0,My Dog Skip,tt0156812,95,7.0,18985.0,24.0,24.0,both
,,,SPC,,2015.0,right_only,,The Salt of the Earth,tt3674140,110,8.5,18974.0,40.0,40.0,both
2007-03-09,8500000.0,20288774.0,,6678253.0,2007,left_only,13610521.0,The Namesake,tt0433416,122,7.5,18959.0,23.0,23.0,both
,,,Magn.,,2015.0,right_only,,Kill Me Three Times,tt2393845,90,5.9,18958.0,15.0,15.0,both
2016-01-29,5000000.0,22113075.0,ORF,10500000.0,2016.0,both,11686940.0,Fifty Shades of Black,tt4667094,92,3.5,18952.0,29.0,29.0,both
,,,Magn.,364000.0,2012.0,right_only,,Universal Soldier: Day of Reckoning,tt1659343,114,5.0,18924.0,35.0,35.0,both
2002-09-20,70000000.0,14294842.0,,0.0,2002,left_only,14294842.0,Ballistic: Ecks vs. Sever,tt0308208,91,3.7,18918.0,32.0,32.0,both
1997-11-07,50000000.0,10561038.0,,0.0,1997,left_only,10561038.0,Mad City,tt0119592,114,6.3,18872.0,,,both
2015-07-10,100000.0,41656474.0,WB (NL),20200000.0,2015.0,both,22764410.0,The Gallows,tt2309260,81,4.2,18833.0,29.0,29.0,both
2003-10-17,17000000.0,9438074.0,,7868156.0,2003,left_only,1569918.0,Veronica Guerin,tt0312549,98,6.9,18832.0,33.0,33.0,both
,,,Magn.,,2017.0,right_only,,2:22,tt1131724,98,5.8,18825.0,23.0,23.0,both
,,,LGF,9300000.0,2014.0,right_only,,The Quiet Ones,tt2235779,98,5.1,18809.0,26.0,26.0,both
,,,Wein.,81400000.0,2017.0,right_only,,Leap!,tt2261287,89,6.8,18798.0,46.0,46.0,both
,,,SPC,,2013.0,right_only,,Austenland,tt1985019,97,6.3,18751.0,25.0,25.0,both
1998-10-09,60000000.0,12069719.0,,0.0,1998,left_only,12069719.0,Holy Man,tt0120701,114,4.9,18720.0,,,both
2013-01-11,11000000.0,56178935.0,Wein.,41100000.0,2013.0,both,18388357.0,Quartet,tt1441951,98,6.8,18713.0,40.0,40.0,both
1942-11-16,134000.0,8000000.0,,4000000.0,1942,left_only,4000000.0,Cat People,tt0083722,118,6.2,18709.0,31.0,31.0,both
1982-04-02,12500000.0,21000000.0,,14000000.0,1982,left_only,7000000.0,Cat People,tt0083722,118,6.2,18709.0,31.0,31.0,both
2019-02-08,20000000.0,69911903.0,,15300000.0,2019,left_only,54611903.0,What Men Want,tt7634968,117,5.2,18698.0,29.0,29.0,both
2002-09-06,10000000.0,34084228.0,,5519233.0,2002,left_only,28564995.0,Swimfan,tt0283026,85,5.1,18683.0,29.0,29.0,both
2011-09-30,2000000.0,35185884.0,TriS,,2011.0,both,34522221.0,Courageous,tt1630036,129,7.0,18674.0,20.0,20.0,both
1986-04-23,4500000.0,1500000.0,,0.0,1986,left_only,1500000.0,Salvador,tt0091886,122,7.4,18667.0,25.0,25.0,both
,,,MPFT,102000.0,2011.0,right_only,,Henry's Crime,tt1220888,108,6.0,18663.0,26.0,26.0,both
2004-08-27,27000000.0,8712564.0,,0.0,2004,left_only,8712564.0,Suspect Zero,tt0324127,99,5.8,18630.0,22.0,22.0,both
2012-08-24,17000000.0,10637281.0,WB,4700000.0,2012.0,both,4936819.0,The Apparition,tt1433822,83,4.1,18626.0,22.0,22.0,both
1985-12-04,18000000.0,19739000.0,,0.0,1985,left_only,19739000.0,Young Sherlock Holmes,tt0090357,109,6.8,18617.0,37.0,37.0,both
,,,EOne,21400000.0,2013.0,right_only,,Diana,tt1758595,113,5.5,18617.0,34.0,34.0,both
2005-09-02,80000000.0,6300451.0,,4400000.0,2005,left_only,1900451.0,A Sound of Thunder,tt0318081,101,4.2,18592.0,24.0,24.0,both
2014-03-21,26000000.0,2923959.0,ALP,,2011.0,both,42472.0,Blood Ties,tt1747958,127,6.5,18589.0,27.0,27.0,both
2016-09-30,10000000.0,9263940.0,BST,,2016.0,both,4073448.0,Denial,tt4645330,109,6.7,18578.0,21.0,21.0,both
2000-05-12,18000000.0,21361109.0,,4160184.0,2000,left_only,17200925.0,Center Stage,tt0210616,115,6.7,18568.0,24.0,24.0,both
,,,RAtt.,,2017.0,right_only,,Lady Macbeth,tt4291600,89,6.8,18558.0,28.0,28.0,both
2004-12-25,10600000.0,34409206.0,,12245764.0,2004,left_only,22163442.0,Darkness,tt0273517,88,5.5,18546.0,26.0,26.0,both
2013-03-01,4500000.0,8000366.0,EOne,6300000.0,2013.0,both,26345.0,The Sweeney,tt0857190,112,6.1,18543.0,22.0,22.0,both
2002-07-03,30000000.0,62432423.0,,11000000.0,2002,left_only,51432423.0,Like Mike,tt0308506,99,5.3,18539.0,23.0,23.0,both
2006-08-11,35000000.0,12506188.0,,516860.0,2006,left_only,11989328.0,Zoom,tt0383060,93,4.4,18501.0,31.0,31.0,both
,,,IFC,602000.0,2011.0,right_only,,The Ledge,tt1535970,101,6.5,18402.0,19.0,19.0,both
1996-10-04,45000000.0,36404841.0,,16000000.0,1996,left_only,20404841.0,The Glimmer Man,tt0116421,91,5.4,18392.0,,,both
,,,GK,,2017.0,right_only,,The Breadwinner,tt3901826,94,7.7,18354.0,30.0,30.0,both
2018-02-16,50000000.0,45285890.0,LGF,46400000.0,2018.0,both,8267544.0,Early Man,tt4701724,89,6.1,18354.0,41.0,41.0,both
,,,Anch.,912000.0,2011.0,right_only,,Texas Killing Fields,tt1389127,105,5.7,18353.0,28.0,28.0,both
2012-02-03,40000000.0,25268680.0,Uni.,4600000.0,2012.0,both,20157300.0,Big Miracle,tt1430615,107,6.5,18340.0,30.0,30.0,both
2009-09-18,20000000.0,1167092.0,,966362.0,2009,left_only,200730.0,The Burning Plain,tt1068641,107,6.8,18318.0,30.0,30.0,both
,,,Vari.,33600000.0,2011.0,right_only,,Shaolin,tt1533749,131,6.9,18315.0,19.0,19.0,both
2003-04-18,15000000.0,34499204.0,,190303.0,2003,left_only,34308901.0,Malibu's Most Wanted,tt0328099,86,5.1,18269.0,21.0,21.0,both
,,,IFC,,2015.0,right_only,,5 to 7,tt2486678,95,7.1,18211.0,25.0,25.0,both
1999-08-04,13000000.0,6276869.0,,0.0,1999,left_only,6276869.0,Dick,tt0144168,94,6.1,18203.0,,,both
,,,SPC,,2015.0,right_only,,Truth,tt3859076,125,6.8,18170.0,26.0,26.0,both
,,,Anch.,,2013.0,right_only,,No One Lives,tt1763264,86,6.0,18133.0,21.0,21.0,both
1982-04-02,5000000.0,12592907.0,,0.0,1982,left_only,12592907.0,Diner,tt0083833,110,7.1,18121.0,26.0,26.0,both
2014-02-28,22000000.0,70949793.0,Fox,8100000.0,2014.0,both,59700064.0,Son of God,tt3210686,138,5.7,18115.0,24.0,24.0,both
2006-04-28,8000000.0,18959424.0,,110994.0,2006,left_only,18848430.0,Akeelah and the Bee,tt0437800,112,7.3,18088.0,28.0,28.0,both
2014-07-02,13000000.0,42174545.0,Rela.,6400000.0,2014.0,both,38934842.0,Earth to Echo,tt2183034,91,5.8,18085.0,23.0,23.0,both
1999-10-22,20000000.0,10570375.0,,0.0,1999,left_only,10570375.0,Three to Tango,tt0144640,98,6.0,18071.0,,,both
2009-06-05,17000000.0,20477425.0,,11800000.0,2009,left_only,8677425.0,My Life in Ruins,tt0865559,95,5.9,18038.0,32.0,32.0,both
2009-12-11,1070000.0,5348767.0,,5184118.0,2009,left_only,164649.0,Rocket Singh: Salesman of the Year,tt1434447,150,7.5,18029.0,6.0,6.0,both
1991-08-23,23000000.0,7018525.0,,0.0,1991,left_only,7018525.0,Harley Davidson and the Marlboro Man,tt0102005,98,6.2,18018.0,27.0,27.0,both
2001-04-06,40000000.0,16172200.0,,11395193.0,2001,left_only,4777007.0,Just Visiting,tt0189192,88,5.8,18002.0,29.0,29.0,both
2015-11-13,20000000.0,3727746.0,Uni.,2800000.0,2015.0,both,538460.0,By the Sea,tt3707106,122,5.3,17948.0,33.0,33.0,both
,,,Par.,1800000.0,2018.0,right_only,,Nobody's Fool,tt0110684,110,7.4,17945.0,31.0,31.0,both
2018-03-09,40000000.0,30963684.0,ENTMP,,2018.0,both,6115824.0,The Hurricane Heist,tt5360952,103,5.1,17944.0,33.0,33.0,both
,,,LGP,121500000.0,2015.0,right_only,,Dragon Blade,tt3672840,127,6.0,17924.0,30.0,30.0,both
2015-12-01,30000000.0,25199891.0,,25199891.0,2015,left_only,0.0,Grace of Monaco,tt2095649,103,5.7,17910.0,36.0,36.0,both
2006-03-10,60000000.0,87123569.0,,26000000.0,2006,left_only,61123569.0,The Shaggy Dog,tt0393735,98,4.4,17905.0,29.0,29.0,both
,,,LGF,336000.0,2018.0,right_only,,Traffik,tt5670152,96,6.0,17893.0,14.0,14.0,both
2003-03-28,35200000.0,38283765.0,,495537.0,2003,left_only,37788228.0,Head of State,tt0325537,95,5.5,17846.0,24.0,24.0,both
,,,Alc,,2015.0,right_only,,Welcome to Me,tt2788716,87,5.9,17840.0,12.0,12.0,both
2016-10-14,10000000.0,4563080.0,ORF,2500000.0,2016.0,both,3818664.0,Max Steel,tt1472584,92,4.6,17824.0,20.0,20.0,both
,,,BST,,2018.0,right_only,,Colette,tt5437928,111,6.7,17816.0,29.0,29.0,both
,,,BST,2500000.0,2018.0,right_only,,Beirut,tt4669264,109,6.4,17799.0,24.0,24.0,both
2005-08-05,6800000.0,49526.0,,0.0,2005,left_only,49526.0,The Chumscrubber,tt0406650,108,6.9,17798.0,27.0,27.0,both
,,,BG,,2017.0,right_only,,Song to Song,tt2062700,129,5.7,17769.0,24.0,24.0,both
1999-10-01,8000000.0,22591451.0,,4748072.0,1999,left_only,17843379.0,Drive Me Crazy,tt0164114,91,5.8,17761.0,21.0,21.0,both
2008-09-26,45000000.0,9676497.0,,1759610.0,2008,left_only,7916887.0,Miracle at St. Anna,tt1046997,160,6.1,17745.0,21.0,21.0,both
1998-11-20,28000000.0,140894685.0,,40400000.0,1998,left_only,100494685.0,The Rugrats Movie,tt0134067,79,5.9,17725.0,,,both
2017-02-03,1000000.0,9617402.0,,2493483.0,2017,left_only,7123919.0,I Am Not Your Negro,tt5804038,93,7.9,17700.0,33.0,33.0,both
2006-05-05,8000000.0,973443.0,,404511.0,2006,left_only,568932.0,Down in the Valley,tt0398027,108,6.4,17699.0,26.0,26.0,both
2006-08-11,10750000.0,32575443.0,,29300000.0,2006,left_only,3275443.0,Kabhi Alvida Naa Kehna,tt0449999,193,6.1,17686.0,16.0,16.0,both
1991-01-01,11000000.0,2000000.0,,0.0,1991,left_only,2000000.0,Return to the Blue Lagoon,tt0102782,102,5.2,17686.0,31.0,31.0,both
,,,GK,4800000.0,2014.0,right_only,,Ernest & Celestine,tt1816518,80,7.9,17654.0,32.0,32.0,both
1999-10-08,14000000.0,30628981.0,,0.0,1999,left_only,30628981.0,Superstar,tt0167427,81,5.2,17652.0,20.0,20.0,both
2001-03-09,10000000.0,19860259.0,,8300000.0,2001,left_only,11560259.0,Get Over It,tt0192071,87,5.7,17651.0,26.0,26.0,both
2007-06-22,4000000.0,3858964.0,,1432113.0,2007,left_only,2426851.0,You Kill Me,tt0796375,93,6.5,17612.0,21.0,21.0,both
,,,EOne,,2014.0,right_only,,Cuban Fury,tt2390237,98,6.2,17609.0,22.0,22.0,both
,,,Magn.,8199999.0,2012.0,right_only,,Bel Ami,tt1440732,102,5.4,17587.0,28.0,28.0,both
2003-02-14,7000000.0,719699.0,,465016.0,2003,left_only,254683.0,Gerry,tt0302674,103,6.1,17568.0,16.0,16.0,both
2006-06-23,10000000.0,32430721.0,,31000000.0,2006,left_only,1430721.0,Krrish,tt0432637,185,6.4,17566.0,10.0,10.0,both
2017-04-07,60000000.0,197578586.0,Sony,152200000.0,2017.0,both,45020282.0,Smurfs: The Lost Village,tt2398241,90,6.0,17564.0,47.0,47.0,both
2016-10-21,1500000.0,922727.0,,142907.0,2016,left_only,779820.0,31,tt3835080,102,5.1,17545.0,12.0,12.0,both
2017-10-13,12000000.0,10116816.0,,65157.0,2017,left_only,10051659.0,Marshall,tt5301662,118,7.2,17541.0,15.0,15.0,both
2014-09-12,13200000.0,54323210.0,,1779578.0,2014,left_only,52543632.0,No Good Deed,tt2011159,84,5.6,17529.0,20.0,20.0,both
,,,Orch.,422000.0,2015.0,right_only,,Cartel Land,tt4126304,100,7.4,17522.0,17.0,17.0,both
2010-01-15,18000000.0,15696146.0,SPC,6900000.0,2010.0,both,6617867.0,The Last Station,tt0824758,112,7.0,17516.0,22.0,22.0,both
2017-09-01,25000000.0,6792768.0,Wein.,5900000.0,2017.0,both,2455635.0,Tulip Fever,tt0491203,105,6.2,17480.0,33.0,33.0,both
2004-01-30,50000000.0,6626115.0,,154721.0,2004,left_only,6471394.0,The Big Bounce,tt0315824,88,4.9,17464.0,25.0,25.0,both
1994-09-23,1500000.0,5046118.0,,0.0,1994,left_only,5046118.0,Exotica,tt0109759,103,7.0,17461.0,26.0,26.0,both
,,,FR,,2018.0,right_only,,The Miseducation of Cameron Post,tt6257174,91,6.6,17453.0,25.0,25.0,both
,,,Vita.,,2016.0,right_only,,Aquarius,tt5221584,146,7.5,17379.0,20.0,20.0,both
2008-08-01,21000000.0,17589867.0,,1300000.0,2008,left_only,16289867.0,Swing Vote,tt1027862,120,6.1,17373.0,25.0,25.0,both
2013-12-31,16000000.0,1844228.0,,1844228.0,2013,left_only,0.0,Zulu,tt2249221,110,6.7,17367.0,30.0,30.0,both
1996-03-22,7000000.0,16149180.0,,1295706.0,1996,left_only,14853474.0,Flirting with Disaster,tt0116324,92,6.7,17366.0,,,both
2007-03-09,9000000.0,3438735.0,,0.0,2007,left_only,3438735.0,The Ultimate Gift,tt0482629,114,7.3,17362.0,21.0,21.0,both
,,,IFC,8000000.0,2014.0,right_only,,Venus in Fur,tt2406252,96,7.2,17354.0,38.0,38.0,both
,,,Electric,,2018.0,right_only,,Bad Samaritan,tt3203528,110,6.4,17344.0,28.0,28.0,both
2017-07-14,12000000.0,23477345.0,BG,,2017.0,both,14301505.0,Wish Upon,tt5322012,90,5.0,17327.0,30.0,30.0,both
,,,FM,4200000.0,2011.0,right_only,,King of Devil's Island,tt1332134,116,7.5,17309.0,23.0,23.0,both
2014-03-21,100000.0,59424.0,,0.0,2014,left_only,59424.0,Cheap Thrills,tt2389182,88,6.7,17292.0,12.0,12.0,both
2003-03-14,20000000.0,6882696.0,,0.0,2003,left_only,6882696.0,Willard,tt0310357,100,6.1,17281.0,21.0,21.0,both
2000-08-04,4000000.0,27786849.0,,15608247.0,2000,left_only,12178602.0,Saving Grace,tt0195234,93,6.9,17277.0,26.0,26.0,both
2016-06-10,17000000.0,7265283.0,RAtt.,4300000.0,2016.0,both,1361045.0,Genius,tt1703957,104,6.6,17259.0,26.0,26.0,both
2018-12-21,45000000.0,12874922.0,Uni.,2100000.0,2018.0,both,10763520.0,Welcome to Marwen,tt3289724,116,6.2,17246.0,31.0,31.0,both
2001-03-30,11000000.0,13558739.0,,0.0,2001,left_only,13558739.0,Tomcats,tt0246989,95,5.4,17227.0,22.0,22.0,both
2011-09-16,8000000.0,2772511.0,,2608758.0,2011,left_only,163753.0,Restless,tt1498569,91,6.8,17193.0,26.0,26.0,both
1999-03-12,10000000.0,15164492.0,,0.0,1999,left_only,15164492.0,The Corruptor,tt0142192,110,6.1,17182.0,,,both
2014-10-17,5000000.0,567219.0,Gold.,,2014.0,both,56001.0,Rudderless,tt1798243,105,7.5,17164.0,19.0,19.0,both
,,,Magn.,,2012.0,right_only,,The Magic of Belle Isle,tt1839654,109,7.0,17127.0,31.0,31.0,both
,,,Uni.,,2018.0,right_only,,Loving Pablo,tt4682788,123,6.3,17124.0,37.0,37.0,both
,,,Wein.,40500000.0,2010.0,right_only,,The Concert,tt1320082,119,7.6,17123.0,34.0,34.0,both
2014-08-22,18000000.0,0.0,,0.0,2014,left_only,0.0,The Prince,tt1085492,93,4.6,17112.0,21.0,21.0,both
,,,FoxS,6500000.0,2017.0,right_only,,My Cousin Rachel,tt4411596,106,6.0,17108.0,26.0,26.0,both
2004-08-06,30000000.0,21758371.0,,1336164.0,2004,left_only,20422207.0,Little Black Book,tt0361841,107,5.3,17098.0,27.0,27.0,both
2019-08-14,15000000.0,0.0,,0.0,2019,left_only,0.0,Blinded by the Light,tt8266310,118,6.9,17064.0,34.0,34.0,both
,,,STX,,2017.0,right_only,,Their Finest,tt1661275,117,6.8,17034.0,36.0,36.0,both
2007-01-26,15000000.0,6551310.0,,3024722.0,2007,left_only,3526588.0,Blood and Chocolate,tt0397044,98,5.5,17013.0,27.0,27.0,both
1993-10-15,25000000.0,55598481.0,,13375834.0,1993,left_only,42222647.0,The Beverly Hillbillies,tt0106400,92,5.0,17011.0,31.0,31.0,both
2017-12-22,25000000.0,21038441.0,WB,8100000.0,2017.0,both,17501244.0,Father Figures,tt1966359,113,5.5,17009.0,38.0,38.0,both
,,,Magn.,,2015.0,right_only,,Experimenter,tt3726704,98,6.6,17001.0,18.0,18.0,both
,,,Drft.,318000.0,2014.0,right_only,,The Congress,tt1821641,122,6.5,16993.0,26.0,26.0,both
2003-12-31,30000000.0,0.0,,0.0,2003,left_only,0.0,Ripley's Game,tt0265651,110,6.6,16952.0,24.0,24.0,both
2010-12-22,15000000.0,20601987.0,SGem,310000.0,2010.0,both,20218921.0,Country Strong,tt1555064,117,6.3,16937.0,19.0,19.0,both
2001-07-13,5000000.0,5476060.0,,167353.0,2001,left_only,5308707.0,Made,tt0227005,95,6.4,16930.0,16.0,16.0,both
,,,RAtt.,,2015.0,right_only,,Miss You Already,tt2245003,112,6.8,16918.0,29.0,29.0,both
2018-02-02,30000000.0,648599.0,VE,1700000.0,2018.0,both,490973.0,Bilal: A New Breed of Hero,tt3576728,105,7.9,16916.0,15.0,15.0,both
2001-12-14,5500000.0,5580479.0,,0.0,2001,left_only,5580479.0,Iris,tt0280778,91,7.0,16905.0,23.0,23.0,both
2010-07-23,15000000.0,27469621.0,Fox,1100000.0,2010.0,both,26167002.0,Ramona and Beezus,tt0493949,104,6.5,16838.0,24.0,24.0,both
,,,RAtt.,,2014.0,right_only,,Life of Crime,tt1663207,98,5.8,16829.0,22.0,22.0,both
2000-01-14,60000000.0,14816494.0,,597626.0,2000,left_only,14218868.0,Supernova,tt0134983,90,4.9,16821.0,,,both
1990-07-11,49000000.0,20423389.0,,0.0,1990,left_only,20423389.0,The Adventures of Ford Fairlane,tt0098987,104,6.5,16820.0,,,both
,,,Relbig.,,2016.0,right_only,,Wazir,tt0315642,103,7.1,16810.0,6.0,6.0,both
1981-04-10,5000000.0,19600000.0,,5000000.0,1981,left_only,14600000.0,Nighthawks,tt0082817,99,6.4,16800.0,42.0,42.0,both
2005-10-14,25000000.0,1415656.0,,543514.0,2005,left_only,872142.0,Where the Truth Lies,tt0373450,107,6.5,16796.0,29.0,29.0,both
2003-09-05,35000000.0,11559747.0,,3900000.0,2003,left_only,7659747.0,The Order,tt0304711,102,5.2,16732.0,39.0,39.0,both
,,,UTV,695000.0,2010.0,right_only,,Guzaarish,tt1438298,126,7.4,16727.0,9.0,9.0,both
2000-02-11,20000000.0,96147688.0,,50605267.0,2000,left_only,45542421.0,The Tigger Movie,tt0220099,77,6.3,16727.0,32.0,32.0,both
2016-03-04,5000000.0,12905107.0,Fox,11300000.0,2016.0,both,3000342.0,The Other Side of the Door,tt3702652,96,5.3,16704.0,19.0,19.0,both
1996-09-27,38000000.0,17378193.0,,0.0,1996,left_only,17378193.0,Extreme Measures,tt0116259,118,6.2,16698.0,,,both
2004-01-30,850000.0,865708.0,,32590.0,2004,left_only,833118.0,Latter Days,tt0345551,107,7.0,16698.0,20.0,20.0,both
1996-02-02,44000000.0,22730924.0,,0.0,1996,left_only,22730924.0,The Juror,tt0116731,118,5.7,16696.0,,,both
2015-04-07,2000000.0,2009644.0,,1964213.0,2015,left_only,45431.0,Lost River,tt2366608,95,5.8,16677.0,,,both
2010-12-31,10000000.0,15037867.0,,15037867.0,2010,left_only,0.0,The Reef,tt1320291,94,5.8,16650.0,25.0,25.0,both
2018-11-30,6000000.0,42785387.0,SGem,28200000.0,2018.0,both,14836174.0,The Possession of Hannah Grace,tt5734576,86,5.2,16632.0,37.0,37.0,both
1993-12-29,22000000.0,25842377.0,,0.0,1993,left_only,25842377.0,Shadowlands,tt0108101,131,7.3,16627.0,30.0,30.0,both
1989-03-01,15000000.0,10763469.0,,0.0,1989,left_only,10763469.0,New York Stories,tt0097965,124,6.4,16611.0,,,both
1999-11-12,23000000.0,18653615.0,,0.0,1999,left_only,18653615.0,Anywhere But Here,tt0149691,114,6.2,16609.0,,,both
1995-04-21,40000000.0,14942422.0,,0.0,1995,left_only,14942422.0,Kiss of Death,tt0113552,101,5.9,16593.0,,,both
2013-07-19,5300000.0,440821.0,,440821.0,2013,left_only,0.0,Grabbers,tt1525366,94,6.3,16577.0,19.0,19.0,both
2007-09-28,12000000.0,1513388.0,,1299186.0,2007,left_only,214202.0,Trade,tt0399095,120,7.4,16574.0,25.0,25.0,both
2009-06-26,3500000.0,1396395.0,,1369046.0,2009,left_only,27349.0,Surveillance,tt0409345,97,6.3,16556.0,20.0,20.0,both
2010-12-17,12500000.0,2272186.0,ATO,40700.0,2010.0,both,2039869.0,Casino Jack,tt1194417,108,6.2,16548.0,26.0,26.0,both
,,,IFC,,2014.0,right_only,,Adult World,tt1067765,97,6.1,16537.0,12.0,12.0,both
1984-12-14,27500000.0,27187653.0,,0.0,1984,left_only,27187653.0,A Passage to India,tt0087892,164,7.3,16510.0,35.0,35.0,both
2001-11-21,11000000.0,14786394.0,,880000.0,2001,left_only,13906394.0,Out Cold,tt0253798,89,6.3,16500.0,21.0,21.0,both
2002-08-23,29000000.0,20146150.0,,3215965.0,2002,left_only,16930185.0,Serving Sara,tt0261289,99,5.4,16494.0,29.0,29.0,both
2011-12-31,70000.0,8555.0,,8555.0,2011,left_only,0.0,Absentia,tt1610996,87,5.8,16483.0,9.0,9.0,both
2010-03-23,1100000.0,0.0,,0.0,2010,left_only,0.0,Lake Mungo,tt0816556,87,6.3,16439.0,10.0,10.0,both
2015-07-31,33000000.0,357687.0,,180840.0,2015,left_only,176847.0,The Young and Prodigious T.S. Spivet,tt1981107,105,7.1,16438.0,33.0,33.0,both
2005-03-18,20000000.0,10468867.0,,10000000.0,2005,left_only,468867.0,Steamboy,tt0348121,126,6.9,16408.0,22.0,22.0,both
2001-02-23,75000000.0,5409517.0,,0.0,2001,left_only,5409517.0,Monkeybone,tt0166276,93,4.7,16405.0,24.0,24.0,both
1999-11-05,21000000.0,36882378.0,,15151377.0,1999,left_only,21731001.0,The Bachelor,tt0120596,101,5.0,16385.0,,,both
1988-06-10,9500000.0,14114000.0,,0.0,1988,left_only,14114000.0,Poltergeist III,tt0095889,98,4.7,16380.0,32.0,32.0,both
2008-08-22,9000000.0,4934104.0,,47888.0,2008,left_only,4886216.0,Hamlet 2,tt1104733,92,6.3,16378.0,14.0,14.0,both
1994-06-03,40000000.0,24172899.0,,0.0,1994,left_only,24172899.0,Renaissance Man,tt0110971,128,6.2,16368.0,31.0,31.0,both
2003-01-17,20000000.0,17430594.0,,1886732.0,2003,left_only,15543862.0,A Guy Thing,tt0295289,101,5.6,16365.0,22.0,22.0,both
,,,Focus,,2012.0,right_only,,Being Flynn,tt0455323,102,6.4,16341.0,28.0,28.0,both
