,studio,year,Movie_title,tconst,runtimeMinutes,averageRating,numVotes,region,language,Release_Date,Movie_Name,Production_Budget,Gross_Domestic,Gross_Worldwide,_merge,Gross_Foreign_Only
1725,IFC,2016.0,The Autopsy of Jane Doe,tt3289956,86,6.8,91331.0,35.0,35.0,,,,,,left_only,6000000.0
1726,Uni.,2012.0,The Five-Year Engagement,tt1195478,124,6.2,91299.0,36.0,36.0,"Apr 27, 2012",The Five-Year Engagement,30000000.0,28700285.0,61623819.0,both,32923534.0
1727,WB,2010.0,Splice,tt1017460,104,5.7,91225.0,29.0,29.0,"Jun 4, 2010",Splice,30000000.0,17010170.0,28542494.0,both,11532324.0
1728,,2003.0,The Core,tt0298814,135,5.5,91096.0,36.0,36.0,"Mar 28, 2003",The Core,85000000.0,31111260.0,74120792.0,both,43009532.0
1729,,1987.0,The Last Emperor,tt0093389,163,7.7,91074.0,47.0,47.0,"Nov 20, 1987",The Last Emperor,25000000.0,43984987.0,44005073.0,both,20086.0
1730,,2005.0,The Devil's Rejects,tt0395584,107,6.8,90956.0,31.0,31.0,"Jul 22, 2005",The Devil's Rejects,7000000.0,17044981.0,20940428.0,both,3895447.0
1731,,2005.0,The Legend of Zorro,tt0386140,129,6.0,90849.0,47.0,47.0,"Oct 28, 2005",The Legend of Zorro,80000000.0,45575336.0,141475336.0,both,95900000.0
1732,,1999.0,Runaway Bride,tt0163187,116,5.5,90784.0,37.0,37.0,"Jul 30, 1999",Runaway Bride,70000000.0,152257509.0,310138178.0,both,157880669.0
1733,,1998.0,Elizabeth,tt0127536,124,7.4,90762.0,,,"Nov 6, 1998",Elizabeth,25000000.0,30082699.0,82150642.0,both,52067943.0
1734,,1999.0,Boys Don't Cry,tt0171804,118,7.5,90616.0,32.0,32.0,"Oct 8, 1999",Boys Don't Cry,2000000.0,11540607.0,20741000.0,both,9200393.0
1735,SPC,2012.0,Amour,tt1602620,127,7.9,90550.0,43.0,43.0,"Sep 20, 2012",Amour,9700000.0,6738954.0,36787044.0,both,30048090.0
1736,,1986.0,Crocodile Dundee,tt0090555,97,6.6,90378.0,37.0,37.0,"Sep 26, 1986",Crocodile Dundee,8800000.0,174803506.0,328203506.0,both,153400000.0
1737,,1992.0,A League of Their Own,tt0104694,128,7.3,90347.0,33.0,33.0,"Jul 1, 1992",A League of Their Own,40000000.0,107533925.0,132440066.0,both,24906141.0
1738,,2009.0,Year One,tt1045778,97,4.9,90264.0,35.0,35.0,"Jun 19, 2009",Year One,60000000.0,43337279.0,57604723.0,both,14267444.0
1739,,1993.0,Hocus Pocus,tt0107120,96,6.9,90244.0,36.0,36.0,"Jul 16, 1993",Hocus Pocus,28000000.0,39360491.0,39360491.0,both,0.0
1740,Focus,2010.0,The American,tt1440728,105,6.3,90219.0,37.0,37.0,"Sep 1, 2010",The American,20000000.0,35606376.0,67950723.0,both,32344347.0
1741,,1982.0,Fast Times at Ridgemont High,tt0083929,90,7.2,90215.0,40.0,40.0,"Aug 13, 1982",Fast Times at Ridgemont High,4500000.0,27092880.0,27092880.0,both,0.0
1742,EOne,2012.0,Iron Sky,tt1034314,93,5.9,90197.0,29.0,29.0,,,,,,left_only,8000000.0
1743,,2005.0,Sahara,tt0318649,124,6.0,90171.0,25.0,25.0,"Apr 8, 2005",Sahara,145000000.0,68671925.0,121671925.0,both,53000000.0
1744,WB (NL),2012.0,Journey 2: The Mysterious Island,tt1397514,94,5.8,90151.0,45.0,45.0,"Feb 2, 2012",Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,both,214285872.0
1745,Sum.,2010.0,Letters to Juliet,tt0892318,105,6.5,90064.0,34.0,34.0,"May 14, 2010",Letters to Juliet,30000000.0,53032453.0,82148538.0,both,29116085.0
1746,,1990.0,Gremlins 2: The New Batch,tt0099700,106,6.4,90047.0,,,"Jun 15, 1990",Gremlins 2: The New Batch,50000000.0,41476097.0,41476097.0,both,0.0
1747,WB,2017.0,Geostorm,tt1981128,109,5.3,89922.0,36.0,36.0,"Oct 13, 2017",Geostorm,100000000.0,33700160.0,220796009.0,both,187095849.0
1748,,1998.0,Doctor Dolittle,tt0118998,85,5.4,89835.0,,,"Jun 26, 1998",Doctor Dolittle,71500000.0,144156605.0,294156605.0,both,150000000.0
1749,,2005.0,The Ring Two,tt0377109,110,5.4,89818.0,45.0,45.0,"Mar 18, 2005",The Ring Two,50000000.0,75941727.0,161941727.0,both,86000000.0
1750,,1993.0,Cool Runnings,tt0106611,98,7.0,89817.0,37.0,37.0,"Oct 1, 1993",Cool Runnings,14000000.0,68856263.0,155008909.0,both,86152646.0
1751,,2009.0,Home,tt2224026,94,6.6,89788.0,44.0,44.0,"Mar 19, 2015",Home,130000000.0,177397510.0,385997896.0,both,208600386.0
1752,,2009.0,Home,tt2224026,94,6.6,89788.0,44.0,44.0,"Jun 5, 2009",Home,12000000.0,0.0,0.0,both,0.0
1753,,2009.0,Home,tt2224026,94,6.6,89788.0,44.0,44.0,"Apr 23, 2009",Home,500000.0,15433.0,44793168.0,both,44777735.0
1754,,2015.0,Home,tt2224026,94,6.6,89788.0,44.0,44.0,"Mar 19, 2015",Home,130000000.0,177397510.0,385997896.0,both,208600386.0
1755,,2015.0,Home,tt2224026,94,6.6,89788.0,44.0,44.0,"Jun 5, 2009",Home,12000000.0,0.0,0.0,both,0.0
1756,,2015.0,Home,tt2224026,94,6.6,89788.0,44.0,44.0,"Apr 23, 2009",Home,500000.0,15433.0,44793168.0,both,44777735.0
1757,,2009.0,The International,tt0963178,118,6.5,89748.0,31.0,31.0,"Feb 13, 2009",The International,50000000.0,25450527.0,53850527.0,both,28400000.0
1758,,1998.0,Small Soldiers,tt0122718,108,6.2,89715.0,,,"Jul 10, 1998",Small Soldiers,40000000.0,55143823.0,71743823.0,both,16600000.0
1759,,1999.0,The Hurricane,tt0174856,146,7.6,89688.0,35.0,35.0,"Dec 29, 1999",The Hurricane,38000000.0,50699241.0,73956241.0,both,23257000.0
1760,,1993.0,Dead Alive,tt0103873,104,7.5,89667.0,34.0,34.0,"Feb 12, 1993",Dead Alive,3000000.0,242623.0,242623.0,both,0.0
1761,,2003.0,Intolerable Cruelty,tt0138524,100,6.2,89347.0,,,"Oct 10, 2003",Intolerable Cruelty,60000000.0,35327628.0,121327628.0,both,86000000.0
1762,Focus,2012.0,Anna Karenina,tt1781769,129,6.6,89324.0,31.0,31.0,"Sep 7, 2012",Anna Karenina,49000000.0,12816367.0,71004627.0,both,58188260.0
1763,WB,2010.0,Hereafter,tt1212419,129,6.4,89288.0,39.0,39.0,"Oct 15, 2010",Hereafter,50000000.0,32746941.0,108660270.0,both,75913329.0
1764,WB (NL),2011.0,The Rite,tt1161864,114,6.0,89254.0,42.0,42.0,"Jan 28, 2011",The Rite,37000000.0,33047633.0,97143987.0,both,64096354.0
1765,FoxS,2011.0,Another Earth,tt1549572,92,7.0,89212.0,28.0,28.0,"Jul 22, 2011",Another Earth,175000.0,1321194.0,2102779.0,both,781585.0
1766,,1981.0,For Your Eyes Only,tt0082398,127,6.8,89205.0,47.0,47.0,"Jun 26, 1981",For Your Eyes Only,28000000.0,54800000.0,195300000.0,both,140500000.0
1767,WB,2010.0,The Losers,tt0480255,97,6.3,89201.0,28.0,28.0,"Apr 23, 2010",The Losers,25000000.0,23591432.0,29863840.0,both,6272408.0
1768,MBox,2010.0,The Girl Who Played with Fire,tt1216487,129,7.2,89093.0,39.0,39.0,,,,,,left_only,59500000.0
1769,Rela.,2011.0,Season of the Witch,tt0479997,95,5.4,89011.0,43.0,43.0,"Jan 7, 2011",Season of the Witch,40000000.0,24827228.0,91126600.0,both,66299372.0
1770,,1996.0,Jingle All the Way,tt0116705,89,5.6,88992.0,,,"Nov 22, 1996",Jingle All the Way,60000000.0,60592389.0,129832389.0,both,69240000.0
1771,,1996.0,Broken Arrow,tt0115759,108,6.0,88940.0,,,"Feb 9, 1996",Broken Arrow,65000000.0,70645997.0,148345997.0,both,77700000.0
1772,Sony,2016.0,The Brothers Grimsby,tt3381008,83,6.2,88759.0,34.0,34.0,"Feb 24, 2016",The Brothers Grimsby,35000000.0,6864016.0,28720470.0,both,21856454.0
1773,SPC,2011.0,Take Shelter,tt1675192,121,7.4,88683.0,24.0,24.0,"Sep 30, 2011",Take Shelter,4750000.0,1728953.0,4972016.0,both,3243063.0
1774,Par.,2011.0,Paranormal Activity 3,tt1778304,83,5.8,88616.0,29.0,29.0,"Oct 21, 2011",Paranormal Activity 3,5000000.0,104028807.0,207039844.0,both,103011037.0
1775,Uni.,2017.0,Fifty Shades Darker,tt4465564,118,4.6,88606.0,42.0,42.0,"Feb 8, 2017",Fifty Shades Darker,55000000.0,114434010.0,381398492.0,both,266964482.0
1776,FoxS,2012.0,The Best Exotic Marigold Hotel,tt1412386,124,7.2,88536.0,43.0,43.0,"Feb 24, 2012",The Best Exotic Marigold Hotel,10000000.0,46383639.0,134639780.0,both,88256141.0
1777,BV,2016.0,Alice Through the Looking Glass,tt2567026,113,6.2,88529.0,51.0,51.0,2016-05-27,,170000000.0,77042381.0,276928112.0,left_only,222400000.0
1778,,2008.0,Funny Games,tt0808279,111,6.6,88413.0,30.0,30.0,"Mar 14, 2008",Funny Games,15000000.0,1294640.0,8200127.0,both,6905487.0
1779,Sony,2012.0,That's My Boy,tt1232200,116,5.5,88410.0,37.0,37.0,"Jun 13, 2012",That's My Boy,57500000.0,36931089.0,58085235.0,both,21154146.0
1780,WB,2010.0,Edge of Darkness,tt1226273,117,6.6,88236.0,42.0,42.0,"Jan 29, 2010",Edge of Darkness,60000000.0,43313890.0,82812456.0,both,39498566.0
1781,Par.,2013.0,Jackass Presents: Bad Grandpa,tt3063516,92,6.5,88101.0,40.0,40.0,"Oct 23, 2013",Jackass Presents: Bad Grandpa,15000000.0,102003019.0,160903019.0,both,58900000.0
1782,WB (NL),2016.0,Collateral Beauty,tt4682786,97,6.8,88028.0,39.0,39.0,"Dec 16, 2016",Collateral Beauty,36000000.0,31016021.0,85309093.0,both,54293072.0
1783,,1983.0,WarGames,tt0086567,114,7.1,87876.0,37.0,37.0,"Jun 3, 1983",WarGames,12000000.0,74433837.0,74433837.0,both,0.0
1784,,2009.0,My Sister's Keeper,tt1078588,109,7.4,87848.0,34.0,34.0,"Jun 26, 2009",My Sister's Keeper,27500000.0,49200230.0,96673002.0,both,47472772.0
1785,,2006.0,The Painted Veil,tt0446755,125,7.5,87830.0,40.0,40.0,"Dec 20, 2006",The Painted Veil,19400000.0,8060487.0,15118795.0,both,7058308.0
1786,A24,2017.0,The Florida Project,tt5649144,111,7.6,87815.0,36.0,36.0,"Oct 6, 2017",The Florida Project,2000000.0,5904366.0,11295324.0,both,5390958.0
1788,,2009.0,The Box,tt0362478,115,5.6,87700.0,35.0,35.0,"Nov 6, 2009",The Box,25000000.0,15051977.0,34356760.0,both,19304783.0
1789,,2008.0,Be Kind Rewind,tt0799934,102,6.4,87669.0,28.0,28.0,"Feb 22, 2008",Be Kind Rewind,20000000.0,11175164.0,30894247.0,both,19719083.0
1790,,2001.0,The One,tt0267804,87,5.9,87482.0,26.0,26.0,"Nov 2, 2001",The One,49000000.0,43905746.0,72689126.0,both,28783380.0
1791,,1999.0,Election,tt0126886,103,7.2,87475.0,,,"Apr 23, 1999",Election,8500000.0,14943582.0,17202854.0,both,2259272.0
1792,,2003.0,Dreamcatcher,tt0285531,136,5.5,87413.0,33.0,33.0,"Mar 21, 2003",Dreamcatcher,68000000.0,33685268.0,75685268.0,both,42000000.0
1793,STX,2018.0,Den of Thieves,tt1259528,140,7.0,87245.0,37.0,37.0,"Jan 19, 2018",Den of Thieves,30000000.0,44947622.0,80147166.0,both,35199544.0
1794,,2008.0,Nick and Norah's Infinite Playlist,tt0981227,90,6.6,87200.0,30.0,30.0,"Oct 3, 2008",Nick and Norah's Infinite Playlist,10000000.0,31487293.0,33886017.0,both,2398724.0
1795,,2005.0,Waiting...,tt0348333,94,6.8,87169.0,24.0,24.0,"Oct 7, 2005",Waiting...,1125000.0,16124543.0,18673274.0,both,2548731.0
1796,Uni.,2016.0,The Purge: Election Year,tt4094724,108,6.0,87070.0,33.0,33.0,"Jul 1, 2016",The Purge: Election Year,10000000.0,79042440.0,118514727.0,both,39472287.0
1797,,1994.0,Clear and Present Danger,tt0109444,141,6.9,86904.0,35.0,35.0,"Aug 3, 1994",Clear and Present Danger,62000000.0,122012656.0,207500000.0,both,85487344.0
1798,,1995.0,Dead Man Walking,tt0112818,122,7.5,86576.0,,,"Dec 29, 1995",Dead Man Walking,11000000.0,39387284.0,83088295.0,both,43701011.0
1799,Drft.,2016.0,The Invitation,tt2400463,100,6.6,86568.0,17.0,17.0,"Apr 8, 2016",The Invitation,1000000.0,231738.0,354836.0,both,123098.0
1800,,2007.0,Persepolis,tt0808417,96,8.0,86497.0,26.0,26.0,"Dec 25, 2007",Persepolis,7300000.0,4443403.0,25397187.0,both,20953784.0
1801,Magn.,2010.0,Monsters,tt1470827,94,6.4,86461.0,23.0,23.0,"Oct 29, 2010",Monsters,500000.0,237301.0,5639730.0,both,5402429.0
1802,Focus,2011.0,Beginners,tt1532503,105,7.2,86434.0,30.0,30.0,"Jun 3, 2011",Beginners,3200000.0,5790894.0,14314407.0,both,8523513.0
1803,,2006.0,A Good Year,tt0401445,117,7.0,86403.0,37.0,37.0,"Nov 10, 2006",A Good Year,35000000.0,7459300.0,42064105.0,both,34604805.0
1804,,2008.0,Bedtime Stories,tt0960731,99,6.0,86356.0,35.0,35.0,"Dec 25, 2008",Bedtime Stories,80000000.0,110101975.0,221468935.0,both,111366960.0
1805,,1987.0,The Living Daylights,tt0093428,130,6.7,86119.0,48.0,48.0,"Jul 31, 1987",The Living Daylights,40000000.0,51185000.0,191200000.0,both,140015000.0
1806,,2008.0,The Spiderwick Chronicles,tt0416236,96,6.5,86105.0,41.0,41.0,"Feb 14, 2008",The Spiderwick Chronicles,92500000.0,71195053.0,162839667.0,both,91644614.0
1807,,1997.0,Grosse Pointe Blank,tt0119229,107,7.3,86051.0,,,"Apr 11, 1997",Grosse Pointe Blank,15000000.0,28084357.0,31070412.0,both,2986055.0
1808,,2006.0,The Guardian,tt0406816,139,6.9,85935.0,34.0,34.0,"Sep 29, 2006",The Guardian,70000000.0,55011732.0,94973540.0,both,39961808.0
1809,,2008.0,Disaster Movie,tt1213644,87,1.9,85859.0,32.0,32.0,"Aug 29, 2008",Disaster Movie,20000000.0,14190901.0,36720752.0,both,22529851.0
1810,,2005.0,Elektra,tt0357277,97,4.7,85710.0,29.0,29.0,"Jan 14, 2005",Elektra,65000000.0,24409722.0,56824633.0,both,32414911.0
1811,BV,2011.0,The Muppets,tt1204342,120,7.1,85688.0,35.0,35.0,"Nov 23, 2011",The Muppets,45000000.0,88625922.0,160971922.0,both,72346000.0
1812,,2005.0,The Pacifier,tt0395699,95,5.6,85636.0,39.0,39.0,"Mar 4, 2005",The Pacifier,56000000.0,113006880.0,198006880.0,both,85000000.0
1813,,1985.0,A View to a Kill,tt0090264,131,6.4,85555.0,52.0,52.0,"May 24, 1985",A View to a Kill,30000000.0,50327960.0,152627960.0,both,102300000.0
1815,LGF,2010.0,Killers,tt1103153,100,5.4,85542.0,38.0,38.0,"Jun 4, 2010",Killers,75000000.0,47059963.0,95572749.0,both,48512786.0
1816,Fox,2011.0,Mr. Popper's Penguins,tt1396218,94,6.0,85511.0,38.0,38.0,,,,,,left_only,119100000.0
1817,Uni.,2010.0,Skyline,tt1564585,92,4.4,85490.0,23.0,23.0,"Nov 12, 2010",Skyline,10000000.0,21416355.0,68264973.0,both,46848618.0
1818,LGF,2016.0,Patriots Day,tt4572514,133,7.4,85391.0,42.0,42.0,"Dec 21, 2016",Patriots Day,40000000.0,31886361.0,52837989.0,both,20951628.0
1819,,1996.0,Sling Blade,tt0117666,135,8.0,85353.0,,,"Nov 20, 1996",Sling Blade,4833610.0,24475416.0,34175000.0,both,9699584.0
1820,Rela.,2014.0,3 Days to Kill,tt2172934,117,6.2,85338.0,42.0,42.0,"Feb 21, 2014",3 Days to Kill,28000000.0,30697999.0,38959900.0,both,8261901.0
1821,Sony,2010.0,Eat Pray Love,tt0879870,133,5.8,85240.0,40.0,40.0,"Aug 13, 2010",Eat Pray Love,60000000.0,80574010.0,206598789.0,both,126024779.0
1822,,2019.0,Long Shot,tt2139881,125,6.8,85085.0,47.0,47.0,"May 1, 2019",Long Shot,40000000.0,30316271.0,53624424.0,both,23308153.0
1823,,1999.0,The Thomas Crown Affair,tt0155267,113,6.8,85040.0,38.0,38.0,"Aug 6, 1999",The Thomas Crown Affair,48000000.0,69304264.0,124304264.0,both,55000000.0
1824,LGF,2013.0,You're Next,tt1853739,95,6.5,84991.0,31.0,31.0,"Aug 23, 2013",You're Next,1000000.0,18494006.0,26887177.0,both,8393171.0
1825,,1985.0,Blood Simple,tt0086979,99,7.6,84679.0,40.0,40.0,"Jan 18, 1985",Blood Simple,1500000.0,1690913.0,2730877.0,both,1039964.0
1826,W/Dim.,2010.0,Piranha 3D,tt0464154,88,5.4,84567.0,42.0,42.0,"Aug 20, 2010",Piranha 3D,24000000.0,25003155.0,83660160.0,both,58657005.0
1827,,1989.0,Do the Right Thing,tt0097216,120,7.9,84514.0,,,"Jun 30, 1989",Do the Right Thing,6000000.0,26004026.0,26051619.0,both,47593.0
1828,,1988.0,Child's Play,tt0094862,87,6.6,84480.0,40.0,40.0,"Nov 9, 1988",Child's Play,9000000.0,33244684.0,44196684.0,both,10952000.0
1829,,2007.0,Good Luck Chuck,tt0452625,101,5.6,84431.0,33.0,33.0,"Sep 21, 2007",Good Luck Chuck,25000000.0,35017297.0,59183821.0,both,24166524.0
1830,WB,2010.0,Cop Out,tt1385867,107,5.6,84339.0,33.0,33.0,"Feb 26, 2010",Cop Out,37000000.0,44875481.0,55909910.0,both,11034429.0
1831,Sony,2012.0,Here Comes the Boom,tt1648179,105,6.4,84328.0,32.0,32.0,"Oct 10, 2012",Here Comes the Boom,42000000.0,45290318.0,73239258.0,both,27948940.0
1832,RAtt.,2011.0,Biutiful,tt1164999,148,7.5,84217.0,26.0,26.0,"Jan 28, 2011",Biutiful,35000000.0,5101237.0,24687524.0,both,19586287.0
1833,,2006.0,Open Season,tt0400717,86,6.1,84069.0,41.0,41.0,"Sep 29, 2006",Open Season,85000000.0,85105259.0,191932158.0,both,106826899.0
1834,,1997.0,Cop Land,tt0118887,105,6.9,84032.0,,,"Aug 15, 1997",Cop Land,15000000.0,44906632.0,63706632.0,both,18800000.0
1835,,2003.0,Elephant,tt0363589,81,7.2,84015.0,26.0,26.0,"Oct 24, 2003",Elephant,3000000.0,1266955.0,10051516.0,both,8784561.0
1836,,2001.0,Sweet November,tt0230838,119,6.7,83897.0,35.0,35.0,"Feb 16, 2001",Sweet November,40000000.0,25288103.0,65754228.0,both,40466125.0
1837,Fox,2015.0,Hitman: Agent 47,tt2679042,96,5.7,83883.0,36.0,36.0,"Aug 19, 2015",Hitman: Agent 47,35000000.0,22467450.0,82182803.0,both,59715353.0
1838,STX,2016.0,Hardcore Henry,tt3072482,96,6.7,83820.0,33.0,33.0,"Apr 7, 2016",Hardcore Henry,2000000.0,9252038.0,17187434.0,both,7935396.0
1839,,2007.0,War,tt0499556,103,6.2,83768.0,41.0,41.0,"Aug 24, 2007",War,25000000.0,22486409.0,40686409.0,both,18200000.0
1840,,1985.0,Witness,tt0090329,112,7.4,83723.0,45.0,45.0,"Feb 8, 1985",Witness,12000000.0,65532576.0,65532576.0,both,0.0
1841,,2007.0,Hostel: Part II,tt0498353,94,5.5,83696.0,34.0,34.0,"Jun 8, 2007",Hostel: Part II,7500000.0,17544812.0,33606409.0,both,16061597.0
1842,,2005.0,Chicken Little,tt0371606,81,5.7,83684.0,46.0,46.0,2005-11-04,,150000000.0,135386665.0,310043823.0,left_only,174657158.0
1843,Wein.,2011.0,Submarine,tt1440292,97,7.3,83619.0,21.0,21.0,"Jun 3, 2011",Submarine,1900000.0,467602.0,4581937.0,both,4114335.0
1844,,1972.0,The Last House on the Left,tt0844708,110,6.5,83562.0,34.0,34.0,"Mar 13, 2009",The Last House on the Left,15000000.0,32752215.0,46526243.0,both,13774028.0
1845,,1972.0,The Last House on the Left,tt0844708,110,6.5,83562.0,34.0,34.0,"Aug 30, 1972",The Last House on the Left,87000.0,3100000.0,3100000.0,both,0.0
1846,,2009.0,The Last House on the Left,tt0844708,110,6.5,83562.0,34.0,34.0,"Mar 13, 2009",The Last House on the Left,15000000.0,32752215.0,46526243.0,both,13774028.0
1847,,2009.0,The Last House on the Left,tt0844708,110,6.5,83562.0,34.0,34.0,"Aug 30, 1972",The Last House on the Left,87000.0,3100000.0,3100000.0,both,0.0
1848,,2015.0,Concussion,tt3322364,123,7.1,83470.0,35.0,35.0,"Dec 24, 2015",Concussion,35000000.0,34531832.0,50363790.0,both,15831958.0
1849,,2007.0,We Own the Night,tt0498399,117,6.8,83422.0,39.0,39.0,"Oct 12, 2007",We Own the Night,28000000.0,28563179.0,55307857.0,both,26744678.0
1850,,2008.0,Righteous Kill,tt1034331,101,6.0,83363.0,35.0,35.0,"Sep 12, 2008",Righteous Kill,60000000.0,40081410.0,78481410.0,both,38400000.0
1851,Par.,2014.0,Selma,tt1020072,128,7.5,83329.0,29.0,29.0,"Jan 9, 2015",Selma,20000000.0,52076908.0,66776576.0,both,14699668.0
1852,,1999.0,Following,tt0154506,69,7.5,83217.0,22.0,22.0,"Apr 2, 1999",Following,6000.0,48482.0,240495.0,both,192013.0
1853,,1998.0,Out of Sight,tt0120780,123,7.0,83107.0,,,"Jun 26, 1998",Out of Sight,48000000.0,37562568.0,77562568.0,both,40000000.0
1854,Gold.,2010.0,Harry Brown,tt1289406,103,7.2,83102.0,16.0,16.0,"Apr 30, 2010",Harry Brown,7300000.0,1818681.0,12023606.0,both,10204925.0
1855,,2017.0,xXx: Return of Xander Cage,tt1293847,107,5.2,83080.0,43.0,43.0,"Jan 19, 2017",xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,both,300134946.0
1856,Wein.,2014.0,Big Eyes,tt1126590,106,7.0,82969.0,37.0,37.0,"Dec 25, 2014",Big Eyes,10000000.0,14482031.0,27317872.0,both,12835841.0
1857,,2006.0,Half Nelson,tt0468489,106,7.2,82946.0,19.0,19.0,"Aug 11, 2006",Half Nelson,700000.0,2697938.0,4911725.0,both,2213787.0
1858,Wein.,2013.0,August: Osage County,tt1322269,121,7.2,82898.0,47.0,47.0,"Dec 25, 2013",August: Osage County,25000000.0,37738810.0,50738810.0,both,13000000.0
1859,,1956.0,Around the World in 80 Days,tt0327437,120,5.9,82871.0,41.0,41.0,"Jun 16, 2004",Around the World in 80 Days,110000000.0,24004159.0,72004159.0,both,48000000.0
1860,,1956.0,Around the World in 80 Days,tt0327437,120,5.9,82871.0,41.0,41.0,"Oct 17, 1956",Around the World in 80 Days,6000000.0,42000000.0,42000000.0,both,0.0
1861,,2004.0,Around the World in 80 Days,tt0327437,120,5.9,82871.0,41.0,41.0,"Jun 16, 2004",Around the World in 80 Days,110000000.0,24004159.0,72004159.0,both,48000000.0
1862,,2004.0,Around the World in 80 Days,tt0327437,120,5.9,82871.0,41.0,41.0,"Oct 17, 1956",Around the World in 80 Days,6000000.0,42000000.0,42000000.0,both,0.0
1863,,2007.0,Dead Silence,tt0455760,89,6.2,82871.0,32.0,32.0,"Mar 16, 2007",Dead Silence,20000000.0,16574590.0,20614661.0,both,4040071.0
1864,,1988.0,Scrooged,tt0096061,101,7.0,82864.0,38.0,38.0,"Nov 23, 1988",Scrooged,32000000.0,59450353.0,59450353.0,both,0.0
1865,,2000.0,Ghost Dog: The Way of the Samurai,tt0165798,116,7.5,82809.0,34.0,34.0,"Mar 3, 2000",Ghost Dog: The Way of the Samurai,2000000.0,3330230.0,10672492.0,both,7342262.0
1866,Wein.,2011.0,Our Idiot Brother,tt1637706,90,6.4,82718.0,29.0,29.0,"Aug 26, 2011",Our Idiot Brother,5000000.0,24814830.0,25861249.0,both,1046419.0
1867,,2013.0,Beautiful Creatures,tt1559547,124,6.1,82638.0,39.0,39.0,"Feb 14, 2013",Beautiful Creatures,50000000.0,19452138.0,60282876.0,both,40830738.0
1868,,1995.0,The Quick and the Dead,tt0114214,107,6.4,82637.0,,,"Feb 10, 1995",The Quick and the Dead,32000000.0,18552460.0,18552460.0,both,0.0
1869,Magn.,2012.0,Goon,tt1456635,92,6.8,82585.0,20.0,20.0,,,,,,left_only,2300000.0
1870,,1997.0,Flubber,tt0119137,93,5.3,82571.0,,,"Nov 26, 1997",Flubber,80000000.0,92993801.0,177993801.0,both,85000000.0
1871,,1992.0,Malcolm X,tt0104797,202,7.7,82565.0,28.0,28.0,"Nov 18, 1992",Malcolm X,35000000.0,48169910.0,48169910.0,both,0.0
1872,,2009.0,Crazy Heart,tt1263670,112,7.2,82519.0,29.0,29.0,"Dec 16, 2009",Crazy Heart,8500000.0,39471742.0,47417251.0,both,7945509.0
1873,Rela.,2012.0,Mirror Mirror,tt1667353,106,5.6,82489.0,45.0,45.0,"Mar 15, 2012",Mirror Mirror,85000000.0,64935167.0,173613482.0,both,108678315.0
1874,,2002.0,Maid in Manhattan,tt0252076,105,5.3,82421.0,43.0,43.0,"Dec 13, 2002",Maid in Manhattan,55000000.0,93932896.0,163838217.0,both,69905321.0
1875,,2008.0,Sex Drive,tt1135985,109,6.5,82288.0,28.0,28.0,"Oct 17, 2008",Sex Drive,19000000.0,8402485.0,10412485.0,both,2010000.0
1876,,1999.0,She's All That,tt0160862,95,5.9,82242.0,30.0,30.0,"Jan 29, 1999",She's All That,10000000.0,63465522.0,63465522.0,both,0.0
1877,LGF,2015.0,American Ultra,tt3316948,96,6.1,82196.0,25.0,25.0,"Aug 19, 2015",American Ultra,28000000.0,14439985.0,30295028.0,both,15855043.0
1878,Fox,2016.0,Eddie the Eagle,tt1083452,106,7.4,82107.0,38.0,38.0,"Feb 26, 2016",Eddie the Eagle,23000000.0,15789389.0,45060480.0,both,29271091.0
1879,Par.,2016.0,Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660,112,6.0,82083.0,40.0,40.0,"Jun 2, 2016",Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0,both,163276773.0
1880,Wein.,2011.0,My Week with Marilyn,tt1655420,99,7.0,81978.0,38.0,38.0,"Nov 23, 2011",My Week with Marilyn,10000000.0,14597405.0,34240572.0,both,19643167.0
1881,Wein.,2016.0,Sing Street,tt3544112,106,7.9,81961.0,25.0,25.0,,,,,,left_only,10400000.0
1882,Rela.,2012.0,Haywire,tt1506999,93,5.8,81919.0,36.0,36.0,"Jan 20, 2012",Haywire,23000000.0,18942396.0,36374700.0,both,17432304.0
1883,,1991.0,The Doors,tt0101761,140,7.2,81813.0,28.0,28.0,"Mar 1, 1991",The Doors,40000000.0,34416893.0,34420595.0,both,3702.0
1884,,2002.0,Confessions of a Dangerous Mind,tt0270288,113,7.0,81747.0,34.0,34.0,"Dec 31, 2002",Confessions of a Dangerous Mind,29000000.0,16007718.0,33013805.0,both,17006087.0
1885,,2013.0,42,tt0453562,128,7.5,81661.0,23.0,23.0,"Apr 12, 2013",42,31000000.0,95020213.0,97470701.0,both,2450488.0
1886,Sony,2011.0,The Smurfs,tt0472181,103,5.4,81592.0,49.0,49.0,"Jul 29, 2011",The Smurfs,110000000.0,142614158.0,563749323.0,both,421135165.0
1887,A24,2013.0,The Bling Ring,tt2132285,90,5.6,81545.0,33.0,33.0,,,,,,left_only,13300000.0
1888,LG/S,2013.0,Snitch,tt0882977,112,6.4,81508.0,34.0,34.0,"Feb 21, 2013",Snitch,15000000.0,42930462.0,57907734.0,both,14977272.0
